Baslik,Bellek,Disk.HDD,Disk.SSD,Ekran Boyutu,Fiyat,Foto,Islemci,Isletim Sistemi,Link,Marka,Model,Puan,Site
Monster Abra A5 V18.1.1 Intel Core i7-11800H 16GB RAM 500GB SSD 4GB RTX3050 Windows 11 15.6'' FHD 144Hz Oyun Bilgisayarı ,16 GB,Yok,500 GB,"15,6 inç",21.399,https://productimages.hepsiburada.net/s/274/550/110000260906933.jpg,Intel Core i7 11800H,Windows 11 Home,https://www.hepsiburada.com/monster-abra-a5-v18-1-1-intel-core-i7-11800h-16gb-ram-500gb-ssd-4gb-rtx3050-windows-11-15-6-fhd-144hz-oyun-bilgisayari-p-HBCV00000BSAGO,Monster,ABRA A5 V18.1.1,"4,5",Hepsiburada
"Apple MacBook Air M1 Çip 8GB 256GB SSD macOS 13"" QHD Taşınabilir Bilgisayar Uzay Grisi MGN63TU/A ",8 GB,Yok,256 GB,13 inç,21.549,https://productimages.hepsiburada.net/s/49/550/10983949860914.jpg,Apple M1 Apple M1,MacOs,https://www.hepsiburada.com/apple-macbook-air-m1-cip-8gb-256gb-ssd-macos-13-qhd-tasinabilir-bilgisayar-uzay-grisi-mgn63tu-a-p-HBV0000130VND,Apple,MACBOOK AIR,"4,9",Hepsiburada
"MSI KATANA GF76 12UD-217XTR Intel Core i7 12700H 16GB 1TB SSD RTX3050Ti Freedos 17.3"" FHD 144Hz Taşınabilir Bilgisayar ",16 GB,Yok,1 TB,"17,3 inç",37.93,https://productimages.hepsiburada.net/s/237/550/110000220008737.jpg,Intel Core i7 12700H,FreeDos,https://www.hepsiburada.com/msi-katana-gf76-12ud-217xtr-intel-core-i7-12700h-16gb-1tb-ssd-rtx3050ti-freedos-17-3-fhd-144hz-tasinabilir-bilgisayar-p-HBCV00002G7ZPK,MSI,KATANA GF76 12UD-217XTR,"5,0",Hepsiburada
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen5-5600H 8GB 512GB SSD 4GB RTX 3050 15.6"" FHD Freedos Taşınabilir Bilgisayar 82K200K6TX ",8 GB,Yok,512 GB,"15,6 inç",17.498,https://productimages.hepsiburada.net/s/280/550/110000267323020.jpg,AMD Ryzen 5 5600H,FreeDos,https://www.hepsiburada.com/lenovo-ideapad-gaming-3-15ach6-amd-ryzen5-5600h-8gb-512gb-ssd-4gb-rtx-3050-15-6-fhd-freedos-tasinabilir-bilgisayar-82k200k6tx-p-HBCV00002LAT8Z,Lenovo,IDEAPAD GAMING 3 15ACH6 AMD RYZE,"4,2",Hepsiburada
"Apple MacBook Air M1 Çip 8GB 256GB SSD macOS 13"" QHD Taşınabilir Bilgisayar Gümüş MGN93TU/A ",8 GB,Yok,256 GB,13 inç,21.559,https://productimages.hepsiburada.net/s/49/550/10983950254130.jpg,Apple M1 Apple M1,MacOs,https://www.hepsiburada.com/apple-macbook-air-m1-cip-8gb-256gb-ssd-macos-13-qhd-tasinabilir-bilgisayar-gumus-mgn93tu-a-p-HBV0000130VNJ,Apple,MACBOOK AIR,"4,9",Hepsiburada
"Lenovo V14 IGL Intel Celeron N4020 4GB 128GB SSD Freedos 14"" FHD Taşınabilir Bilgisayar 82C2001HTX ",4 GB,Yok,128 GB,14 inç,4.65,https://productimages.hepsiburada.net/s/50/550/11038924406834.jpg,Intel Celeron N4020,FreeDos,https://www.hepsiburada.com/lenovo-v14-igl-intel-celeron-n4020-4gb-128gb-ssd-freedos-14-fhd-tasinabilir-bilgisayar-82c2001htx-p-HBV000014F9O1,Lenovo,V14 IGL,"4,4",Hepsiburada
"Hp Pavilion Gaming Laptop 15-EC2057NT Amd Ryzen 5 5600H 8 GB 512 GB SSD Rtx 3050 144 Hz Freedos 15.6"" FHD Taşınabilir Bilgisayar 68N72EA ",8 GB,Yok,512 GB,"15,6 inç",16.099,https://productimages.hepsiburada.net/s/211/550/110000188588551.jpg,AMD Ryzen 5 5600H,FreeDos,https://www.hepsiburada.com/hp-pavilion-gaming-laptop-15-ec2057nt-amd-ryzen-5-5600h-8-gb-512-gb-ssd-rtx-3050-144-hz-freedos-15-6-fhd-tasinabilir-bilgisayar-68n72ea-p-HBCV000022Q786,HP,PAVILION GAMING LAPTOP 15-EC2057NT,"4,6",Hepsiburada
"Casper Nirvana S500.1135-8V50X-G-F Intel Core i5 1135G7 8GB 500GB SSD MX450 Freedos 15.6"" Taşınabilir Bilgisayar ",8 GB,Yok,500 GB,"15,6 inç",12.78,https://productimages.hepsiburada.net/s/198/550/110000169358785.jpg,Intel Core i5 1135G7,FreeDos,https://www.hepsiburada.com/casper-nirvana-s500-1135-8v50x-g-f-intel-core-i5-1135g7-8gb-500gb-ssd-mx450-freedos-15-6-tasinabilir-bilgisayar-p-HBCV00000CPW1X,Casper,NIRVANA S500.1135-8V50X-G-F,"4,4",Hepsiburada
"Lenovo Ideapad Gaming 3 AMD Ryzen 5 5600H 16 GB 256G GB SSD 1 TB HDD RTX3050 Freedos 15.6"" FHD Taşınabilir Bilgisayar 82K200K4Tx ",16 GB,1 TB,256 GB,"15,6 inç",18.599,https://productimages.hepsiburada.net/s/205/550/110000179448062.jpg,AMD Ryzen 5 5600H,FreeDos,https://www.hepsiburada.com/lenovo-ideapad-gaming-3-amd-ryzen-5-5600h-16-gb-256g-gb-ssd-1-tb-hdd-rtx3050-freedos-15-6-fhd-tasinabilir-bilgisayar-82k200k4tx-p-HBCV000021RQBP,Lenovo,IDEAPAD GAMING 3,"4,6",Hepsiburada
"Huawei Matebook D16 Intel Core i5 12450H 16GB 512GB SSD Windows 11 Home 16"" Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,16 inç,18.479,https://productimages.hepsiburada.net/s/258/550/110000241125976.jpg,Intel Core i5 12450H,Windows 11 Home,https://www.hepsiburada.com/huawei-matebook-d16-intel-core-i5-12450h-16gb-512gb-ssd-windows-11-home-16-tasinabilir-bilgisayar-p-HBCV00002NKF5Q,Huawei,MATEBOOK D16,"4,9",Hepsiburada
"Asus Vivobook K513EP-L1576 Intel Core i5 1135G7 8GB 512GB SSD MX330 Freedos 15.6"" FHD Taşınabilir Bilgisayar ",8 GB,Yok,512 GB,"15,6 inç",14.998,https://productimages.hepsiburada.net/s/188/550/110000153625307.jpg,Intel Core i5 1135G7,FreeDos,https://www.hepsiburada.com/asus-vivobook-k513ep-l1576-intel-core-i5-1135g7-8gb-512gb-ssd-mx330-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV00001RZGQK,Asus,VIVOBOOK K513EP-L1576,"4,4",Hepsiburada
"HP Gaming Pavilion 15 DK2069NT 54T25EA Intel Core i5 11300H 16 GB Ram 512 GB SSD 4 GB RTX3050Ti Freedos 15.6"" FHD Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,"15,6 inç",18.299,https://productimages.hepsiburada.net/s/280/550/110000267735844.jpg,Intel Core i5 11300H,FreeDos,https://www.hepsiburada.com/hp-gaming-pavilion-15-dk2069nt-54t25ea-intel-core-i5-11300h-16-gb-ram-512-gb-ssd-4-gb-rtx3050ti-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV00002W52YN,HP,GAMING PAVILION 15 DK2069NT 54T25EA,"4,7",Hepsiburada
"HP Victus 16 D1042NT 68P27EA Intel Core i7 12700H 16 GB DDR5 Ram 512 GB SSD 4 GB RTX3050Ti Freedos 16.1"" FHD Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,"16,1 inç",24.999,https://productimages.hepsiburada.net/s/251/550/110000233915078.jpg,Intel Core i7 12700H,FreeDos,https://www.hepsiburada.com/hp-victus-16-d1042nt-68p27ea-intel-core-i7-12700h-16-gb-ddr5-ram-512-gb-ssd-4-gb-rtx3050ti-freedos-16-1-fhd-tasinabilir-bilgisayar-p-HBCV00002KRTZO,HP,VICTUS 16 D1042NT 68P27EA,"4,8",Hepsiburada
"Asus Tuf Gaming A15 FA507RM-HN095 Ryzen 7 6800H 16GB 512GB SSD RTX 3060 144 Hz Freedos 15.6"" FHD Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,"15,6 inç",27.199,https://productimages.hepsiburada.net/s/237/550/110000220349527.jpg,AMD Ryzen 7 6800H,FreeDos,https://www.hepsiburada.com/asus-tuf-gaming-a15-fa507rm-hn095-ryzen-7-6800h-16gb-512gb-ssd-rtx-3060-144-hz-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV00002GIDW2,Asus,TUF GAMING A15 FA507RM-HN095 RYZEN,"5,0",Hepsiburada
"Acer Swift 3 SF314-511 EVO Intel Core i5 1135G7 8GB 512GB SSD 14"" FHD Windows 11 Home Taşınabilir Bilgisayar NX.ABNEY.003 ",8 GB,Yok,512 GB,14 inç,11.599,https://productimages.hepsiburada.net/s/164/550/110000124235014.jpg,Intel Core i5 1135G7,Windows 11 Home,https://www.hepsiburada.com/acer-swift-3-sf314-511-evo-intel-core-i5-1135g7-8gb-512gb-ssd-14-fhd-windows-11-home-tasinabilir-bilgisayar-nx-abney-003-p-HBCV000019XOHE,Acer,SWIFT 3 SF314-511 EVO,"5,0",Hepsiburada
"Lenovo V14 ITL Gen2 Intel Core i5 1135G7 8GB 512GB SSD Windows 10 Home 14"" FHD Taşınabilir Bilgisayar 82KA0027TX ",8 GB,Yok,512 GB,14 inç,12.398,https://productimages.hepsiburada.net/s/268/550/110000253796405.jpg,Intel Core i5 1135G7,Windows 10 Home,https://www.hepsiburada.com/lenovo-v14-itl-gen2-intel-core-i5-1135g7-8gb-512gb-ssd-windows-10-home-14-fhd-tasinabilir-bilgisayar-82ka0027tx-p-HBCV00000QK2IA,Lenovo,V14 ITL GEN2,"4,8",Hepsiburada
"Lenovo Ideapad Gaming 3 82K100CLTX İntel Core i7 11370H 16GB 1TB+256 SSD RTX3050 15.6"" FHD Freedos Taşınabilir Bilgisayar ",16 GB,1 TB,256 GB,"15,6 inç",20.999,https://productimages.hepsiburada.net/s/217/550/110000195945141.jpg,Intel Core i7 11370H,FreeDos,https://www.hepsiburada.com/lenovo-ideapad-gaming-3-82k100cltx-intel-core-i7-11370h-16gb-1tb-256-ssd-rtx3050-15-6-fhd-freedos-tasinabilir-bilgisayar-p-HBCV0000276SAU,Lenovo,IDEAPAD GAMING 3 82K100CLTX,"4,9",Hepsiburada
"Asus X515KA-BR107 Intel Pentium N6000 4GB 256GB SSD Freedos 15.6"" Taşınabilir Bilgisayar ",4 GB,Yok,256 GB,"15,6 inç",5.999,https://productimages.hepsiburada.net/s/206/550/110000182855710.jpg,Intel Pentium N6000,FreeDos,https://www.hepsiburada.com/asus-x515ka-br107-intel-pentium-n6000-4gb-256gb-ssd-freedos-15-6-tasinabilir-bilgisayar-p-HBCV000022XP0I,Asus,X515KA-BR107,"4,6",Hepsiburada
Casper Excalibur G770.1245-8VJ0X-B Intel Core i5-12450H 8GB RAM 500GB NVME SSD 4GB RTX3050 Freedos Taşınabilir Bilgisayar ,8 GB,Yok,500 GB,"15,6 inç",16.999,https://productimages.hepsiburada.net/s/235/550/110000217353354.jpg,Intel Core i5 12450H,FreeDos,https://www.hepsiburada.com/casper-excalibur-g770-1245-8vj0x-b-intel-core-i5-12450h-8gb-ram-500gb-nvme-ssd-4gb-rtx3050-freedos-tasinabilir-bilgisayar-p-HBCV00002FCZHW,Casper,EXCALIBUR G770.1245-8VJ0X-B,"4,5",Hepsiburada
"Acer Nitro 5 AN515-46 AMD Ryzen 5 6600H 8GB 512GB SSD RTX3050 Freedos 15.6"" FHD Taşınabilir Bilgisayar NH.QGXEY.001 ",8 GB,Yok,512 GB,"15,6 inç",17.699,https://productimages.hepsiburada.net/s/232/550/110000214654181.jpg,AMD Ryzen 5 6600H,FreeDos,https://www.hepsiburada.com/acer-nitro-5-an515-46-amd-ryzen-5-6600h-8gb-512gb-ssd-rtx3050-freedos-15-6-fhd-tasinabilir-bilgisayar-nh-qgxey-001-p-HBCV00002EFBNU,Acer,NITRO 5 AN515-46,"5,0",Hepsiburada
Lenovo Ideapad 3 15ITL6 Intel Core I5 1135G7 8GB/512GB SSD Notebook 82H802C5TX ,8 GB,Yok,512 GB,"15,6 inç",13.679,https://productimages.hepsiburada.net/s/257/550/110000240404389.jpg,Intel Core i5 1135G7,Windows 11 Home,https://www.hepsiburada.com/lenovo-ideapad-3-15itl6-intel-core-i5-1135g7-8gb-512gb-ssd-notebook-82h802c5tx-p-HBCV00002NE0N9,Lenovo,IDEAPAD 3 15ITL6,"4,9",Hepsiburada
"HP 15S-EQ3014NT AMD Ryzen 5 5625U 8GB 256GB SSD Freedos 15.6"" Taşınabilir Bilgisayar 68N46EA ",8 GB,Yok,256 GB,"15,6 inç",9.298,https://productimages.hepsiburada.net/s/258/550/110000241762249.jpg,AMD Ryzen 5 5625U,FreeDos,https://www.hepsiburada.com/hp-15s-eq3014nt-amd-ryzen-5-5625u-8gb-256gb-ssd-freedos-15-6-tasinabilir-bilgisayar-68n46ea-p-HBCV00002NZUVF,HP,15S-EQ3014NT,"4,6",Hepsiburada
Casper Excalibur G770.1265-BVJ0X-B Intel Core i7-12650H 16GB RAM 500GB SSD 4GB RTX3050 Freedos Taşınabilir Bilgisayar ,16 GB,Yok,500 GB,"15,6 inç",19.999,https://productimages.hepsiburada.net/s/266/550/110000251065370.jpg,Intel Core i7 12650H,FreeDos,https://www.hepsiburada.com/casper-excalibur-g770-1265-bvj0x-b-intel-core-i7-12650h-16gb-ram-500gb-ssd-4gb-rtx3050-freedos-tasinabilir-bilgisayar-p-HBCV00002R2PMV,Casper,EXCALIBUR G770.1265-BVJ0X-B,"5,0",Hepsiburada
"Lenovo Ideapad 3 15 Itl6 Intel Core i5 1135G7 8 GB 1 TB 256 GB SSD MX350 Freedos 15.6"" FHD Taşınabilir Bilgisayar 82H80146Tx ",8 GB,1 TB,256 GB,"15,6 inç",11.999,https://productimages.hepsiburada.net/s/195/550/110000163163347.jpg,Intel Core i5 1135G7,FreeDos,https://www.hepsiburada.com/lenovo-ideapad-3-15-itl6-intel-core-i5-1135g7-8-gb-1-tb-256-gb-ssd-mx350-freedos-15-6-fhd-tasinabilir-bilgisayar-82h80146tx-p-HBCV00001VI9ZR,Lenovo,IDEAPAD 3 15 ITL6,"4,4",Hepsiburada
"Lenovo Ideapad 3 15ITL6 Intel Core I7 1165G7 8gb 512GB SSD Freedos 15.6"" Fhd Taşınabilir Bilgisayar 82H802F7TX ",8 GB,Yok,512 GB,"15,6 inç",13.499,https://productimages.hepsiburada.net/s/253/550/110000235407760.jpg,Intel Core i7 1165G7,FreeDos,https://www.hepsiburada.com/lenovo-ideapad-3-15itl6-intel-core-i7-1165g7-8gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82h802f7tx-p-HBCV00002LBPG3,Lenovo,IDEAPAD 3 15ITL6,"4,8",Hepsiburada
"Asus X515EA BQ1186W Intel Core i5 1135G7 8 GB 256 GB SSD Iris Xᵉ Windows 11 Home 15.6"" FHD Taşınabilir Bilgisayar ",8 GB,Yok,256 GB,"15,6 inç",10.999,https://productimages.hepsiburada.net/s/264/550/110000248389554.jpg,Intel Core i5 1135G7,Windows 11 Home,https://www.hepsiburada.com/asus-x515ea-bq1186w-intel-core-i5-1135g7-8-gb-256-gb-ssd-iris-x-windows-11-home-15-6-fhd-tasinabilir-bilgisayar-p-HBCV00002Q9S3D,Asus,X515EA BQ1186W,"4,8",Hepsiburada
"Asus ROG Zephyrus GA401QC-BM205 AMD Ryzen 7 5800HS 16GB 512GB SSD RTX3050 Freedos 14"" FHD Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,14 inç,21.999,https://productimages.hepsiburada.net/s/243/550/110000229169459.jpg,AMD Ryzen 7 5800HS,FreeDos,https://www.hepsiburada.com/asus-rog-zephyrus-ga401qc-bm205-amd-ryzen-7-5800hs-16gb-512gb-ssd-rtx3050-freedos-14-fhd-tasinabilir-bilgisayar-p-HBCV000022XP0P,Asus,ROG ZEPHYRUS GA401QC-BM205,"4,5",Hepsiburada
"Monster Abra A5 V19.1 Intel Core i5-12500H 8GB RAM 500GB SSD 4GB GTX1650 FreeDOS 15,6"" FHD 144Hz Oyun Bilgisayarı ",8 GB,Yok,500 GB,"15,6 inç",17.149,https://productimages.hepsiburada.net/s/267/550/110000252779299.jpg,Intel Core i5 12500H,FreeDos,https://www.hepsiburada.com/monster-abra-a5-v19-1-intel-core-i5-12500h-8gb-ram-500gb-ssd-4gb-gtx1650-freedos-15-6-fhd-144hz-oyun-bilgisayari-p-HBCV00002RJF15,Monster,ABRA A5 V19.1,"5,0",Hepsiburada
"Asus Vivobook D513UA-L1346  OLED AMD Ryzen 5 5500U 8GB 512GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar ",8 GB,Yok,512 GB,"15,6 inç",11.499,https://productimages.hepsiburada.net/s/105/550/110000049060033.jpg,AMD Ryzen 5 5500U,FreeDos,https://www.hepsiburada.com/asus-vivobook-d513ua-l1346-oled-amd-ryzen-5-5500u-8gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV00000H2DVD,Asus,VIVOBOOK D513UA-L1346  OLED,"4,8",Hepsiburada
"Acer Swift 3 SF314-43 AMD Ryzen 5 5500U 8GB 512GB SSD FreeDos 14"" Taşınabilir Bilgisayar NX.AB1EY.002 ",8 GB,Yok,512 GB,14 inç,9.549,https://productimages.hepsiburada.net/s/221/550/110000200459964.jpg,AMD Ryzen 5 5500U,FreeDos,https://www.hepsiburada.com/acer-swift-3-sf314-43-amd-ryzen-5-5500u-8gb-512gb-ssd-freedos-14-tasinabilir-bilgisayar-nx-ab1ey-002-p-HBCV0000156DKK,Acer,SWIFT 3 SF314-43,"4,5",Hepsiburada
"Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i5 11300H 8GB 256GB SSD 1TB HDD RTX 3050 Freedos 15.6"" FHD Taşınabilir Bilgisayar 82K100CWTX ",8 GB,1 TB,256 GB,"15,6 inç",16.999,https://productimages.hepsiburada.net/s/210/550/110000187663979.jpg,Intel Core i5 11300H,FreeDos,https://www.hepsiburada.com/lenovo-ideapad-gaming-3-15ihu6-intel-core-i5-11300h-8gb-256gb-ssd-1tb-hdd-rtx-3050-freedos-15-6-fhd-tasinabilir-bilgisayar-82k100cwtx-p-HBCV00001VDMED,Lenovo,IDEAPAD GAMING 3 15IHU6,"4,4",Hepsiburada
"Asus X543MA-GQ1012 Intel Celeron N4020 4GB 1TB Freedos 15.6"" Taşınabilir Bilgisayar ",4 GB,1 TB,Yok,"15,6 inç",5.166,https://productimages.hepsiburada.net/s/62/550/110000003863324.jpg,Intel Celeron N4020,FreeDos,https://www.hepsiburada.com/asus-x543ma-gq1012-intel-celeron-n4020-4gb-1tb-freedos-15-6-tasinabilir-bilgisayar-p-HBCV000001DRRW,Asus,X543MA-GQ1012,"3,7",Hepsiburada
"Lenovo V15 G2 Alc 82KD0001TX Amd Ryzen 3 5300U 4gb 1tb HDD 15.6"" Fhd Free Dos Taşınabilir Bilgisayar ",4 GB,1 TB,Yok,"15,6 inç",6.71,https://productimages.hepsiburada.net/s/288/550/110000277749116.jpg,AMD Ryzen 3 5300U,FreeDos,https://www.hepsiburada.com/lenovo-v15-g2-alc-82kd0001tx-amd-ryzen-3-5300u-4gb-1tb-hdd-15-6-fhd-free-dos-tasinabilir-bilgisayar-p-HBCV00002YV9V8,Lenovo,V15 G2 ALC 82KD0001TX,"4,6",Hepsiburada
"Lenovo Legion 5 Intel Core i7 11800H 16GB 512GB SSD RTX3060 Freedos 17.3"" FHD Taşınabilir Bilgisayar 82JM0013TX ",16 GB,Yok,512 GB,"17,3 inç",32.372,https://productimages.hepsiburada.net/s/253/550/110000235423868.jpg,Intel Core i7 11800H,FreeDos,https://www.hepsiburada.com/lenovo-legion-5-intel-core-i7-11800h-16gb-512gb-ssd-rtx3060-freedos-17-3-fhd-tasinabilir-bilgisayar-82jm0013tx-p-HBCV00002LBY9Z,Lenovo,LEGION 5,"4,9",Hepsiburada
"Acer Nitro 5 AN517-41 AMD Ryzen 7 5800H 16GB 512GB SSD RTX3060 Freedos 17.3"" FHD Taşınabilir Bilgisayar NH.QAREY.001 ",16 GB,Yok,512 GB,"17,3 inç",26.199,https://productimages.hepsiburada.net/s/125/550/110000075627365.jpg,AMD Ryzen 7 5800H,FreeDos,https://www.hepsiburada.com/acer-nitro-5-an517-41-amd-ryzen-7-5800h-16gb-512gb-ssd-rtx3060-freedos-17-3-fhd-tasinabilir-bilgisayar-nh-qarey-001-p-HBCV00000RF4Z7,Acer,NITRO 5 AN517-41,"4,6",Hepsiburada
"MSI Katana GF76 11UC-060XTR Intel Core i7 11800H 8GB 512GB SSD RTX3050 Freedos 17.3"" FHD Taşınabilir Bilgisayar ",8 GB,Yok,512 GB,"17,3 inç",29.999,https://productimages.hepsiburada.net/s/89/550/110000032019877.jpg,Intel Core i7 11800H,FreeDos,https://www.hepsiburada.com/msi-katana-gf76-11uc-060xtr-intel-core-i7-11800h-8gb-512gb-ssd-rtx3050-freedos-17-3-fhd-tasinabilir-bilgisayar-p-HBCV00000BECRC,MSI,KATANA GF76 11UC-060XTR,"4,7",Hepsiburada
DELL Gaming G15 G55113400U Intel Core i7-11800H 16GB 512GB SSD RTX 3050 4GB VGA 15.6'' 120HZ Full HD Ubuntu Taşınabilir Bilgisayar ,16 GB,Belirtilmemiş,512 GB,"15,6 inç",20.999,https://productimages.hepsiburada.net/s/265/550/110000249657032.jpg,Intel Core i7 11800H,Ubuntu,https://www.hepsiburada.com/dell-gaming-g15-g55113400u-intel-core-i7-11800h-16gb-512gb-ssd-rtx-3050-4gb-vga-15-6-120hz-full-hd-ubuntu-tasinabilir-bilgisayar-p-HBCV00002BG8IL,Dell,GAMING G15 G55113400U,"4,8",Hepsiburada
"Acer Nitro 5 AN515-58 Intel Core I7 12700H 16 GB 512 GB SSD Rtx 3050TI 4 GB Freedos 15.6"" Fhd Taşınabilir Bilgisayar NH.QFLEY.003 ",16 GB,Yok,512 GB,"15,6 inç",23.999,https://productimages.hepsiburada.net/s/285/550/110000274527953.jpg,Intel Core i7 12700H,FreeDos,https://www.hepsiburada.com/acer-nitro-5-an515-58-intel-core-i7-12700h-16-gb-512-gb-ssd-rtx-3050ti-4-gb-freedos-15-6-fhd-tasinabilir-bilgisayar-nh-qfley-003-p-HBCV00002SN3B3,Acer,NITRO 5 AN515-58,"4,5",Hepsiburada
"Asus ROG Flow GV301RC-LJ051 AMD Ryzen 7 6800HS 16GB 512GB SSD RTX3050 Freedos 13.4"" Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,"13,4 inç",22.998,https://productimages.hepsiburada.net/s/205/550/110000180109891.jpg,AMD Ryzen 7 6800HS,FreeDos,https://www.hepsiburada.com/asus-rog-flow-gv301rc-lj051-amd-ryzen-7-6800hs-16gb-512gb-ssd-rtx3050-freedos-13-4-tasinabilir-bilgisayar-p-HBCV00002220DT,Asus,ROG FLOW GV301RC-LJ051,"4,7",Hepsiburada
"Dell Gaming G15 5520 Intel Core i7 12700H 16GB 512GB SSD RTX3050Ti Ubuntu 15.6"" FHD 120Hz Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,"15,6 inç",24.899,https://productimages.hepsiburada.net/s/231/550/110000212933277.jpg,Intel Core i7 12700H,Ubuntu,https://www.hepsiburada.com/dell-gaming-g15-5520-intel-core-i7-12700h-16gb-512gb-ssd-rtx3050ti-ubuntu-15-6-fhd-120hz-tasinabilir-bilgisayar-p-HBCV00002DLE2G,Dell,GAMING G15 5520,"4,8",Hepsiburada
"Acer Nitro 5 AN515-58 Intel Core I7 12700H 16 GB 512 GB SSD Rtx 3060 6 GB Freedos 15.6"" Fhd Taşınabilir Bilgisayar NH.QFMEY.003 ",16 GB,Yok,512 GB,"15,6 inç",27.699,https://productimages.hepsiburada.net/s/285/550/110000274527437.jpg,Intel Core i7 12700H,FreeDos,https://www.hepsiburada.com/acer-nitro-5-an515-58-intel-core-i7-12700h-16-gb-512-gb-ssd-rtx-3060-6-gb-freedos-15-6-fhd-tasinabilir-bilgisayar-nh-qfmey-003-p-HBCV00002SND6K,Acer,NITRO 5 AN515-58,"4,6",Hepsiburada
"Lenovo Ideapad 3 15IGL05 Intel Celeron N4020 4GB 128GB SSD Windows 10 Home 15.6"" Taşınabilir Bilgisayar 81WQ002TTX ",4 GB,Yok,128 GB,"15,6 inç",5.098,https://productimages.hepsiburada.net/s/104/550/110000047118009.jpg,Intel Celeron N4020,Windows 10 Home,https://www.hepsiburada.com/lenovo-ideapad-3-15igl05-intel-celeron-n4020-4gb-128gb-ssd-windows-10-home-15-6-tasinabilir-bilgisayar-81wq002ttx-p-HBCV00000GCMJC,Lenovo,IDEAPAD 3 15IGL05,"4,5",Hepsiburada
"Lenovo V14 G2 Itl Intel Core i5 1135G7 8GB 256GB SSD 14"" Full HD Freedos Taşınabilir Bilgisayar 82KA0025TX ",8 GB,Yok,256 GB,14 inç,9.999,https://productimages.hepsiburada.net/s/280/550/110000266972576.jpg,Intel Core i5 1135G7,FreeDos,https://www.hepsiburada.com/lenovo-v14-g2-itl-intel-core-i5-1135g7-8gb-256gb-ssd-14-full-hd-freedos-tasinabilir-bilgisayar-82ka0025tx-p-HBCV00000R3940,Lenovo,V14 G2 ITL,"4,9",Hepsiburada
Lenovo Flex 5 Intel Core i3 1115G4 4GB 256GB SSD Windows 11 Home 14'' FHD Taşınabilir Bilgisayar 82HS00JXTX ,4 GB,Yok,256 GB,14 inç,11.699,https://productimages.hepsiburada.net/s/155/550/110000111720311.jpg,Intel Core i3 1115G4,Windows 11 Home,https://www.hepsiburada.com/lenovo-flex-5-intel-core-i3-1115g4-4gb-256gb-ssd-windows-11-home-14-fhd-tasinabilir-bilgisayar-82hs00jxtx-p-HBCV000015DA09,Lenovo,FLEX 5,"4,6",Hepsiburada
Huawei Matebook D15 Intel Core i5 1135G7 8GB 256GB SSD Windows 11 Home 15.6'' Taşınabilir Bilgisayar ,8 GB,256 GB,256 GB,"15,6 inç",13.074,https://productimages.hepsiburada.net/s/264/550/110000248772971.jpg,Intel Core i5 1135G7,Windows 11 Home,https://www.hepsiburada.com/huawei-matebook-d15-intel-core-i5-1135g7-8gb-256gb-ssd-windows-11-home-15-6-tasinabilir-bilgisayar-p-HBCV000027P76J,Huawei,MATEBOOK D15,"4,9",Hepsiburada
"Casper Excalibur G770.1180-BVL0X-B Intel Core i7 11800H 16GB 500GB SSD RTX3050TI Freedos 15.6"" FHD Taşınabilir Bilgisayar ",16 GB,Yok,500 GB,"15,6 inç",22.098,https://productimages.hepsiburada.net/s/181/550/110000145985112.jpg,Intel Core i7 11800H,FreeDos,https://www.hepsiburada.com/casper-excalibur-g770-1180-bvl0x-b-intel-core-i7-11800h-16gb-500gb-ssd-rtx3050ti-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV00000B7X2N,Casper,EXCALIBUR G770.1180-BVL0X-B,"4,4",Hepsiburada
"Asus Tuf Gaming A15 FA507RM-HN082 Amd Ryzen 7 6800H 16 GB 512 GB SSD Rtx 3060 144 Hz Freedos 15.6"" FHD Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,"15,6 inç",27.979,https://productimages.hepsiburada.net/s/282/550/110000270087438.jpg,AMD Ryzen 7 6800H,FreeDos,https://www.hepsiburada.com/asus-tuf-gaming-a15-fa507rm-hn082-amd-ryzen-7-6800h-16-gb-512-gb-ssd-rtx-3060-144-hz-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV00001ET5UY,Asus,TUF GAMING A15 FA507RM-HN082,"5,0",Hepsiburada
